date,option_name,underlying_name,close,fclose,strike,expiry,iv,option_type,timeframe
2025-11-10 22:04:00,MCX:SILVER25NOV153500CE,MCX:SILVER25DECFUT,2873.5000,152646,153500,2025-11-26 23:20:00,25.7364,c,1
2025-11-10 22:05:00,MCX:SILVER25NOV153500CE,MCX:SILVER25DECFUT,2873.5000,152666,153500,2025-11-26 23:20:00,25.6631,c,1
2025-11-10 22:06:00,MCX:SILVER25NOV153500CE,MCX:SILVER25DECFUT,2873.5000,152666,153500,2025-11-26 23:20:00,25.6637,c,1
2025-11-10 22:07:00,MCX:SILVER25NOV153500CE,MCX:SILVER25DECFUT,2873.5000,152594,153500,2025-11-26 23:20:00,25.9294,c,1
2025-11-10 22:08:00,MCX:SILVER25NOV153500CE,MCX:SILVER25DECFUT,2873.5000,152624,153500,2025-11-26 23:20:00,25.8196,c,1
2025-11-10 22:09:00,MCX:SILVER25NOV153500CE,MCX:SILVER25DECFUT,2873.5000,152640,153500,2025-11-26 23:20:00,25.7612,c,1
2025-11-10 22:10:00,MCX:SILVER25NOV153500CE,MCX:SILVER25DECFUT,2873.5000,152500,153500,2025-11-26 23:20:00,26.2753,c,1
2025-11-10 22:11:00,MCX:SILVER25NOV153500CE,MCX:SILVER25DECFUT,2873.5000,152630,153500,2025-11-26 23:20:00,25.7992,c,1
2025-11-10 22:12:00,MCX:SILVER25NOV153500CE,MCX:SILVER25DECFUT,2873.5000,152542,153500,2025-11-26 23:20:00,26.1229,c,1
2025-11-10 22:13:00,MCX:SILVER25NOV153500CE,MCX:SILVER25DECFUT,2873.5000,152601,153500,2025-11-26 23:20:00,25.9070,c,1
2025-11-10 22:14:00,MCX:SILVER25NOV153500CE,MCX:SILVER25DECFUT,2873.5000,152629,153500,2025-11-26 23:20:00,25.8045,c,1
2025-11-10 22:15:00,MCX:SILVER25NOV153500CE,MCX:SILVER25DECFUT,2873.5000,152616,153500,2025-11-26 23:20:00,25.8530,c,1
2025-11-10 22:16:00,MCX:SILVER25NOV153500CE,MCX:SILVER25DECFUT,2873.5000,152529,153500,2025-11-26 23:20:00,26.1727,c,1
2025-11-10 22:17:00,MCX:SILVER25NOV153500CE,MCX:SILVER25DECFUT,2873.5000,152546,153500,2025-11-26 23:20:00,26.1111,c,1
2025-11-10 22:18:00,MCX:SILVER25NOV153500CE,MCX:SILVER25DECFUT,2873.5000,152548,153500,2025-11-26 23:20:00,26.1043,c,1
2025-11-10 22:19:00,MCX:SILVER25NOV153500CE,MCX:SILVER25DECFUT,2873.5000,152550,153500,2025-11-26 23:20:00,26.0975,c,1
2025-11-10 22:20:00,MCX:SILVER25NOV153500CE,MCX:SILVER25DECFUT,2873.5000,152531,153500,2025-11-26 23:20:00,26.1677,c,1
2025-11-10 22:21:00,MCX:SILVER25NOV153500CE,MCX:SILVER25DECFUT,2873.5000,152587,153500,2025-11-26 23:20:00,25.9629,c,1
2025-11-10 22:22:00,MCX:SILVER25NOV153500CE,MCX:SILVER25DECFUT,2873.5000,152584,153500,2025-11-26 23:20:00,25.9745,c,1
2025-11-10 22:23:00,MCX:SILVER25NOV153500CE,MCX:SILVER25DECFUT,2873.5000,152584,153500,2025-11-26 23:20:00,25.9751,c,1
2025-11-10 22:24:00,MCX:SILVER25NOV153500CE,MCX:SILVER25DECFUT,2873.5000,152691,153500,2025-11-26 23:20:00,25.5811,c,1
2025-11-10 22:25:00,MCX:SILVER25NOV153500CE,MCX:SILVER25DECFUT,2873.5000,152808,153500,2025-11-26 23:20:00,25.1467,c,1
2025-11-10 22:26:00,MCX:SILVER25NOV153500CE,MCX:SILVER25DECFUT,2873.5000,152808,153500,2025-11-26 23:20:00,25.1473,c,1
2025-11-10 22:27:00,MCX:SILVER25NOV153500CE,MCX:SILVER25DECFUT,4944.0000,152804,153500,2025-11-26 23:20:00,41.4477,c,1
2025-11-10 22:28:00,MCX:SILVER25NOV153500CE,MCX:SILVER25DECFUT,4944.0000,152834,153500,2025-11-26 23:20:00,41.3320,c,1
2025-11-10 22:29:00,MCX:SILVER25NOV153500CE,MCX:SILVER25DECFUT,4944.0000,152786,153500,2025-11-26 23:20:00,41.5194,c,1
2025-11-10 22:30:00,MCX:SILVER25NOV153500CE,MCX:SILVER25DECFUT,4944.0000,152788,153500,2025-11-26 23:20:00,41.5126,c,1
2025-11-10 22:31:00,MCX:SILVER25NOV153500CE,MCX:SILVER25DECFUT,4944.0000,152845,153500,2025-11-26 23:20:00,41.2918,c,1
2025-11-10 22:32:00,MCX:SILVER25NOV153500CE,MCX:SILVER25DECFUT,4944.0000,152830,153500,2025-11-26 23:20:00,41.3511,c,1
2025-11-10 22:33:00,MCX:SILVER25NOV153500CE,MCX:SILVER25DECFUT,4944.0000,152950,153500,2025-11-26 23:20:00,40.8838,c,1
2025-11-10 22:34:00,MCX:SILVER25NOV153500CE,MCX:SILVER25DECFUT,4944.0000,153048,153500,2025-11-26 23:20:00,40.5003,c,1
2025-11-10 22:35:00,MCX:SILVER25NOV153500CE,MCX:SILVER25DECFUT,4944.0000,153125,153500,2025-11-26 23:20:00,40.1979,c,1
2025-11-10 22:36:00,MCX:SILVER25NOV153500CE,MCX:SILVER25DECFUT,4944.0000,153100,153500,2025-11-26 23:20:00,40.2973,c,1
2025-11-10 22:37:00,MCX:SILVER25NOV153500CE,MCX:SILVER25DECFUT,4944.0000,153125,153500,2025-11-26 23:20:00,40.1996,c,1
2025-11-10 22:38:00,MCX:SILVER25NOV153500CE,MCX:SILVER25DECFUT,4944.0000,153100,153500,2025-11-26 23:20:00,40.2991,c,1
2025-11-10 22:39:00,MCX:SILVER25NOV153500CE,MCX:SILVER25DECFUT,4944.0000,153110,153500,2025-11-26 23:20:00,40.2605,c,1
2025-11-10 22:40:00,MCX:SILVER25NOV153500CE,MCX:SILVER25DECFUT,4944.0000,153135,153500,2025-11-26 23:20:00,40.1627,c,1
2025-11-10 22:41:00,MCX:SILVER25NOV153500CE,MCX:SILVER25DECFUT,4944.0000,153138,153500,2025-11-26 23:20:00,40.1517,c,1
2025-11-10 22:42:00,MCX:SILVER25NOV153500CE,MCX:SILVER25DECFUT,4944.0000,153112,153500,2025-11-26 23:20:00,40.2552,c,1
2025-11-10 22:43:00,MCX:SILVER25NOV153500CE,MCX:SILVER25DECFUT,4944.0000,152988,153500,2025-11-26 23:20:00,40.7437,c,1
2025-11-10 22:44:00,MCX:SILVER25NOV153500CE,MCX:SILVER25DECFUT,4944.0000,152999,153500,2025-11-26 23:20:00,40.7014,c,1
2025-11-10 22:45:00,MCX:SILVER25NOV153500CE,MCX:SILVER25DECFUT,4944.0000,152909,153500,2025-11-26 23:20:00,41.0546,c,1
2025-11-10 22:46:00,MCX:SILVER25NOV153500CE,MCX:SILVER25DECFUT,4944.0000,152927,153500,2025-11-26 23:20:00,40.9852,c,1
2025-11-10 22:47:00,MCX:SILVER25NOV153500CE,MCX:SILVER25DECFUT,4944.0000,152820,153500,2025-11-26 23:20:00,41.4033,c,1
2025-11-10 22:48:00,MCX:SILVER25NOV153500CE,MCX:SILVER25DECFUT,4944.0000,152878,153500,2025-11-26 23:20:00,41.1783,c,1
2025-11-10 22:49:00,MCX:SILVER25NOV153500CE,MCX:SILVER25DECFUT,4944.0000,152912,153500,2025-11-26 23:20:00,41.0464,c,1
2025-11-10 22:50:00,MCX:SILVER25NOV153500CE,MCX:SILVER25DECFUT,4944.0000,152959,153500,2025-11-26 23:20:00,40.8635,c,1
2025-11-10 22:51:00,MCX:SILVER25NOV153500CE,MCX:SILVER25DECFUT,4944.0000,152957,153500,2025-11-26 23:20:00,40.8722,c,1
2025-11-10 22:52:00,MCX:SILVER25NOV153500CE,MCX:SILVER25DECFUT,4944.0000,153100,153500,2025-11-26 23:20:00,40.3112,c,1
2025-11-10 22:53:00,MCX:SILVER25NOV153500CE,MCX:SILVER25DECFUT,4944.0000,153058,153500,2025-11-26 23:20:00,40.4775,c,1
2025-11-10 22:54:00,MCX:SILVER25NOV153500CE,MCX:SILVER25DECFUT,4944.0000,153035,153500,2025-11-26 23:20:00,40.5688,c,1
2025-11-10 22:55:00,MCX:SILVER25NOV153500CE,MCX:SILVER25DECFUT,4944.0000,153050,153500,2025-11-26 23:20:00,40.5107,c,1
2025-11-10 22:56:00,MCX:SILVER25NOV153500CE,MCX:SILVER25DECFUT,4944.0000,153009,153500,2025-11-26 23:20:00,40.6727,c,1
2025-11-10 22:57:00,MCX:SILVER25NOV153500CE,MCX:SILVER25DECFUT,4944.0000,153050,153500,2025-11-26 23:20:00,40.5124,c,1
2025-11-10 22:58:00,MCX:SILVER25NOV153500CE,MCX:SILVER25DECFUT,4944.0000,153037,153500,2025-11-26 23:20:00,40.5644,c,1
2025-11-10 22:59:00,MCX:SILVER25NOV153500CE,MCX:SILVER25DECFUT,4944.0000,153037,153500,2025-11-26 23:20:00,40.5653,c,1
2025-11-10 23:00:00,MCX:SILVER25NOV153500CE,MCX:SILVER25DECFUT,4944.0000,153065,153500,2025-11-26 23:20:00,40.4560,c,1
2025-11-10 23:01:00,MCX:SILVER25NOV153500CE,MCX:SILVER25DECFUT,4944.0000,153065,153500,2025-11-26 23:20:00,40.4569,c,1
2025-11-10 23:02:00,MCX:SILVER25NOV153500CE,MCX:SILVER25DECFUT,4944.0000,153080,153500,2025-11-26 23:20:00,40.3987,c,1
2025-11-10 23:03:00,MCX:SILVER25NOV153500CE,MCX:SILVER25DECFUT,4944.0000,153050,153500,2025-11-26 23:20:00,40.5177,c,1
2025-11-10 23:04:00,MCX:SILVER25NOV153500CE,MCX:SILVER25DECFUT,4944.0000,153137,153500,2025-11-26 23:20:00,40.1755,c,1
